ID,review,label
3996,kon jaleel alqadar moaviaabu sufyan hindamy foot,Negative
3997,waisay pehnnay waghera mein garam hai liken quality thori halki lagi mujhay iski kyunkay thoray he dinn mein purani purani si lagnay lagi,Negative
3998,in ki shaeri kainat dehaiyon par muheet hai aur in ka ye dawa durust hai,Positive
3999,sindh mein barhtay huay tashddud kay waqayat mein fouji operation ka agaz june ko hua,Negative
4000,ye harkt girlz hi kr skti hy marne waali,Negative
4001,lakin hum bhai walay hi achay hain,Positive
4002,ye film us waqat tak ki sab se ziyadah business karne wali film qarar pai aur baras tak cinema gharon ki zenat bani rahi,Positive
4003,lannat beshamargo qamar bajwa gogo cheap justice gogo niazi go,Negative
4004,stuf acha hy or delivery kafi jaldi ai hy,Positive
4005,toba allah in ko hadyt da,Negative
4006,ghalib ki shakhsiyat mushkil dor mein parwan charhi,Positive
4007,mulk ki tareekh ka badtareen zalzala towers gir gaye mulk bhar me mobile phone aur internet service mutasir,Negative
4008,mein bombay mein hone wale all india tournament mein shekhst khane ke bad abdul bari har bar hashim khan ka shikar bante rahe abdul barika zor toot chuka tha hashim khan ne abdul bari ki har martaba shikasht sey do char ker ke apni mokammal bartari ka saboot deya,Positive
4009,february ko dil ka dora parne se aap ki wafat hoi,Negative
4010,sab se barra meesna toh hmaara apna hee teendu nawaz hai jo shareef bna phirta hai bhootni ka aaalu😁😁😁😁,Negative
4011,is elan ke taqreban aik saal bad march ko south american football assosiation ke mutazamin ki janib se elan kiya gaya ke world cup ke muqable brazil mein munaqid kiye jayein ge,Positive
4012,chaina cutting pr tameer makanat k khilaf karwai jald mutawaqay surjani town or north khi se pehlay merhalay ka agaz hoga,Positive
4013,g bilqul aisy he hai i agree with u,Positive
4014,azam khan aik phurteele khelari they aur hashim khan jaise azeem khelari (palyer) bhi un se sanbhal kar khela kerte thay,Positive
4015,hhhhhhhh good luck,Positive
4016,ghussay mei such bolna aur taqat k hotay huay muaf karna afzal tareen naikiyon me se h,Positive
4017,zeher kha lo,Negative
4018,mjhy b tag krdetin baji m b apki hi bhn hn :/,Negative
4019,achha lag raha bhai behan,Positive
4020,aur bhi kuch bata dain chand raat k liya,Positive
4021,allah apki jori ko salamat rakhe,Positive
4022,maza aa gya sun k,Positive
4023,sings police sharm karo,Negative
4024,december ko saqoot e dhaka ka saneha huwa,Negative
4025,in ka daur e urooj us waqt shuru hua jab mein inhe kangaroos ke one day squad aur phir saal bad he test team ka bhi captain bana diya gaya,Positive
4026,faltu baaten karky waqt zaya na kia kar,Negative
4027,baldia town mn ki rally pr phatrao intikhabi umeedwar samet karkun zakhmi garriyon ku nuqsan tarjuman e islami,Negative
4028,nusrat fateh ali khan ko in ke walid qawwal nahi banana chahte the,Negative
4029,bhai tou darta hai app ka,Negative
4030,paisa bohat hai sukoon nahi hai ~ words i can't even say cus paisa nishtaaa,Negative
4031,sale apna deen eman bech dete hain paiso ke liye lanat amir,Negative
4032,dfm 👊👊 tmhary jeju ki bat ho rhi th 😒han bs mjhe na double daikhna 😃😄 single e maar do mjhy 😂,Negative
4033,wawa ee la gai aa,Positive
4034,go nawaz pansi do,Negative
4035,aap har waqt speechless kar dete hoo inti shaandaar picxx daal kar,Positive
4036,bhaagi zinda thi qandeelbaloch tu fahasha thi according to the people ab mar gai ha tu achi thi bechari double standard society lanat ha,Negative
4037,achi tshirts thi asal mein meine apnay bachay ke liye mangwayi thi or who bhot khush hai kyunke who ek football ke players ka fan hai or who yehi pehnkar ghoomte rehta hai uske ilawa stuff bohot acha hai in tshirts ka toh is price mein bohot achi cheez hai yeh mein sabko recommend karna chahungi ye tshirts,Positive
4038,mash allah allah paak peer shaib ko khizri hayaati dey or hameshaa khushhh rahey,Positive
4039,fariq chz hai ear grm kr deta hai bht ghatiya foam lga ha,Negative
4040,sir syed ki dor andesh nigahon ne molvi abdul haq mein wo sab kuch pa leya jise wo dekhna chahate the,Positive
4041,wo bunyadi taur par roshan khayal aur taraqqi pasand danishwar the,Positive
4042,mashaallah bhtt e nafees insan hain orr sheeren lehjaa ha,Positive
4043,allah kareem salamt rkhay inko ameen sum ameen inshaallah,Positive
4044,aj k episode ne kmaal kr dya #kinza missing kaha gye aj,Positive
4045,gg bilkil mola na ap ko bohat kammal awaz dii ha ya un ki ennayat haa or mahnat kijiya,Positive
4046,kafi tareefain thookeen uski aap ne,Negative
4047,bc last scene daikh :d,Negative
4048,a rha mjy b bhook lg rhi mint m a gya bs fresh ho kr,Negative
4049,allah salamat rakhay bhai ko,Positive
4050,on hai ye hona chaheay bhae,Positive
4051,in ke walid aik kamiyab wakeel the,Positive
4052,joaint road waqia me mulziman ki madad karne par police ahlkar girftar muqadma darj mulazmat se brtarf karne ki sifarish kardi gai,Negative
4053,magharbi wasti riyasaton main barf bari ka silsala jari,Positive
4054,awal akir + daroud pak ayt kareema parhain,Positive
4055,neend aati nahi mujhko saari raat koi us se kahe mere dil ki baat,Positive
4056,isi asnaa mein announcer ki awaaz sunai di jo keh raha tha ke pehle suna he suna tha lekin aaj hum dekh rahe hain ke meghraj mein iqbal bano thumri gaa rahi thin ke barish ho gai,Positive
4057,ya allah hum sub ka khatma bil khair frmana,Positive
4058,november ko pervez musharraf kay emergence kay nafaz kay alan kay baad app ko nazar band karne ki koshish ki gai ta hum app police ko jul dey kar farar hone mein kamiyab hogaye,Negative
4059,bollywood ke style icon shahrukh khan sirf naam ke hi king aur badshah nahi balke wo caroron madahon ke dilon par raj bhi karte hain,Positive
4060,hame bad dua lagi ha kaiswar ki,Negative
4061,kamal cha gay,Positive
4062,eid ki khushi me cng stations july ko khulenge or july tak cng stations bund nahe honge,Positive
4063,ap peerni ban jp hum mureed dara lag lan ga,Negative
4064,election qareeb hain karachi ki yaad aa gai beta lahore ki fikar karo,Negative
4065,mein sadar general ayub khan nay unhain hilal pakistan ka tamga dia jo pakistan ka sab say bara civil award hay,Positive
4066,acha ye kya hota,Positive
4067,es dress k price bhut increased hui hein jub k thay phaly thay price plz kum karein,Negative
4068,tab main tumain btao ge na 😂 aur bhe maza ae ga,Positive
4069,me sab bhool gaya,Negative
4070,etne pesoon main to ksi gaoon dehat main acha ca school benskta tha,Positive
4071,thank you nawaz shareef,Positive
4072,yaad dilaao,Negative
4073,aehal e khana ne jab yeh dekha ke iqbal bano ke is shauq ki wajah se in ki parhai mutassir ho rahi hai to inhe singing ki mashroot ijazat dete hue radio station par bachon ke program mein le jaya gaya,Positive
4074,ali bhai ap nai to koi nahi,Negative
4075,orangi me firing se nadeem janbahaq,Negative
4076,adv ashfaq k qatal pr kba ka adalto ka boycott,Negative
4077,woh ibtedai round ke matches mein behtareen kar kerdagi ka mozahra kerke final mein pahonche they,Positive
4078,q fiza k zakhmon p namak chirak rahi hen,Negative
4079,rehny dijye sedi sadhi 😂 dekh liya mai nai 😂,Negative
4080,mashaallah aap boht achy wazify bataty hi allah aap ko lambi zendagi day dy ameen,Positive
4081,jab hashim azam aur roushan ne american cricket ko khair baad kaha to un ki nasal ne kamyabi ke safar ko jari rakha mohibbullah khan tek american tournament jeette rahe pher hashim ke bare sahebzade sharif khan agae,Positive
4082,pakistan ne india k baghair kisi bhi team k khilaf runs chase nhi kie hain,Negative
4083,lakki shah sadar mehran mein in ka mazar aaj bhi marjaa khas o aam hai,Positive
4084,exactly yaha kabi gunehghar ko saza nhi huti,Negative
4085,ye post walda ki azmat ma to right hebut dosrey rukh par ye allah pak ki azmat ko challenge ki munadi he kyn k pori duniya k insan otha lo un ma se koi neek koi bad koi muslim koi gair muslim jub k her bundey k walida apni her olad ko good dekhna chahti he chahey wo bad ho ya k neek chahey qatil ho zani ho sharabi ho lekin phr bi ye mamla essa he k pal ma eman chala jay ga so essi post se avoid kiya jay,Positive
4086,wah bahut khob,Positive
4087,lant es pr r es ke nasl pr,Negative
4088,hashim khan ne bartanya se zayada america mein tournament jeete,Positive
4089,hahahahahahahahahahhaha haso haso wanjo kri krto😁😁,Positive
4090,is se phele snidh games par nazaren hain jis mein aik martaba phir apni sabiqa achi karkardagi ko dohrana chahon gi,Positive
4091,kisi ko sath khanay main sharik karain,Positive
4092,g lahore qalandars ok g very good,Positive
4093,chunache sarojini naidu ne apni nazmon mein hindustan ki aam zindagi aur waqeyaat ko beyan karna shuru kiya aur in ki maqboliyat roz baroz barhti chali gai,Positive
4094,beshak is me koye shake nahe he,Positive
4095,aala :d :d,Positive
4096,thank you for your support,Positive
4097,tasbih khana insaneit ki tarbiyat aur eslah ho rahi,Positive
4098,koi umeed mar nahi atti koi soorat nazar nai ati,Negative
4099,thank you so much,Positive
4100,yeh guzishta saal se mini screen par apni salahiyaton ke johar dikha rahi hain aur din ba din in ke har sitaron ki tadad mein izafa hota ja raha hai,Positive
4101,agar bilawal acha hota toh lyari mei rehne wali jahil awaam bhi uski gaari pe pathar na maarti,Negative
4102,qk hum searg mam kai musalman rahay gahay hai,Negative
4103,yeh aik bohat piyara din tha ke jo hum ne apni family aur bachon ke sath guzara,Positive
4104,baz danish waron ka khayal tha ke shaukat azizpakistan ke mukhsusos mashi halat mein aik bhetareen umeed war ho sakte han un ke banking ka tajurba pakistan ke leye qemti asasa sabit ho sakta hai,Positive
4105,sher boorha b ho jay to wo sher he rehta hai,Negative
4106,bht achi product hai ap agr lena chahte hain sochiye mat jaldi se le lain thanks #hafeez,Positive
4107,yahudiat k zer e saya palne wali media khamoshtext msg's khamoshq is k khilaf ahtjaj me koi message nahi phelaya ja raha,Negative
4108,world cup mein apna phela match javed miandad west indies ka khilaf khela aur runs ki pur atemad innings kheli,Positive
4109,deeer ala yar,Positive
4110,dharnayjalsaynational television pe hamlay karwa lo bss issey,Negative
4111,pakistani cricket team nay mein imran khan ki qayadat mein kheltay huway wein cricket world cup jeeta,Positive
4112,hum sub ko agar pakistan ki khidmut kerni hai tou degrees nahi shaoor phelana hoga or nizame taleem se kali bheren nikalni hongi,Positive
4113,mein notre dame university se isi mazmoon mein ma kiya aur usi dauran american estate department se wabistegi ikhteyar kar li,Positive
4114,mere or mere waleden k liye bhi dua farma dain please,Positive
4115,allah hidayat walay k seenay ko islam k liye khol deta hai,Positive
4116,bilkul darosat,Positive
4117,is barey mein bharat ke mashoor filmsaaz aur mauseeqar muzaffar ali kehte hain ke nusrat ki awaz dilon mein ghar kar jati thi mashriq ho ya maghrib hindustan ho ya pakistan in ki awaaz ne tamam sarhaden torh di thi,Positive
4118,quaid e azam ko bhi chundrigar ki shakhsiyat par mukammal aitemad ibrahim ismail chundrigar ne september ko karachi mein wafaat paai,Negative
4119,na yaad dilao,Negative
4120,cia ne sharjeel memon k manager basheer brohi ko agwah baraye tawan k ilzam me griftar kr k namaloom muqam muntaqil kr dia,Negative
4121,akhir darwaza baja baja k rukwai beech road k (bait ul mukarram se chand qadam k faasle per) aur mujhe conductor sahab ne pyar se samjhaya,Negative
4122,mein russia ki khawateen ne apne hoqoq manwane ke leye gharon aur factoryon se sarkon par akar aik pur josh muzahira kiya,Positive
4123,munsif ho to ab hashr utha kiun nahi dete,Negative
4124,ab ye chiraagh bohat arsey tak nahi jalega,Negative
4125,ab ghlti na krna vrna yo hogyq kam,Negative
4126,great bilkul sahi bat hai,Positive
4127,although ham nay apny kharchay kam kr liay han hahahahahahah,Positive
4128,waalikumaslamaapkobehumpakistanyoketarafseeidmubarkh,Positive
4129,aglay din aakhir kaar classes aik adad halo meray sath・naam ka play (jis main pehle terrorists ne firing ki phir army ne firing ki phir speakers main se firing ki awaz ai) aik adad motivational speaker (jo aglay saal main aap apnay aap ko kaisa dekhtay hain janna chahtay thay ・jawab tha zindah) do adad breakdancing k naam per popping karnay walay (jin main se aik janab phir se agye thay) aur dhair sari langri,Negative
4130,aik dharay ne st august or doosray ne th aug ko hartal ki call de di aam tajir confuse,Negative
4131,kitna piyara or saaf he gujranwala,Positive
4132,bijli kharakti hai xd,Positive
4133,kharab gharelo halaat ke dabao ne johnny depp ko shaded taur par mutassir kiya jis ke natije mein sirf baras ki umer mein inhe cigarette noshi ki lutt lag chuki thi jis ke bad wo manshiyat noshi aur self harm ka shikar bhi rahe,Negative
4134,lets start 😂,Negative
4135,urooj mein insan takbbur karta hai,Negative
4136,koi toh samjhdar actress hai pakistan k pas,Positive
4137,nd november se baghair driving license gari chalanay walo ko challan k bajai jail ki hawa khani paregi,Negative
4138,mil jaye ga apna dhondh ln phir tmhry leay b 😉,Positive
4139,bohat achi hai,Positive
4140,hahahah yh isi trha larty haina is p deikhlo : d,Negative
4141,beenish farooq men bachon k sath nh khelta specialy females :d rone lag jati :d,Negative
4142,had ha,Negative
4143,hahaha bechariyan larkiyan,Negative
4144,ki zarurat nahi q k usko to judge krna ata nahi logo ko😂😂,Negative
4145,asslaim o alikumiqrar bhai mujh ap ke madad ke zrort hai please mujh btaye me kese ap se rabta kro please,Positive
4146,talib ilmi ke zamaney hi se insaf insani haqooq aman aur jamhuriyat ke hami aur fayal karkun rahey hain,Positive
4147,security khadshat k bais airport seal,Negative
4148,ya kia kia hora h kaabah shareef me aye allah hidh da tooba astakfaar,Negative
4149,mashallah koshah rao,Positive
4150,baaar lanat is show pe,Negative
4151,it was normalkoi itny ziada achy nhi thy,Negative
4152,tamam hukumaton ki taraf say unhain aik mujrim sabit karnay ki koshish ki gaie hai,Negative
4153,ghalt baat ha yq,Negative
4154,khan abdul ghaffar khan pakhtoon ke siasi rahnuma ke tour par mashhoor shaksiyat hain jinhon ne britannia dour mein adam tashadud ke philosophy ka parchar kia,Positive
4155,aik arsa tak nawaz sharif jaddah mein moqem rahay iss kay bad mulk mein jamhuryat ki bahali kay leye unhon nay mohtarma benazir bhutto kay sath milkar koshishon ka agaz keyah aur meshaq jamhuryat ki shakal mein aik tarykhi dasta wyz samnay layeh,Negative
4156,or wo bhi bary piyar se,Positive
4157,allah pak apki madad zaroor kreingy ameen,Positive
4158,lanat is insan py,Negative
4159,darr saab na kia karein aese,Negative
4160,wo kae baar bengal kabina ke rukun muqarrar hue,Positive
4161,black and white filmon ka yeh sahe tha sb bc gooray thy,Negative
4162,ab liaquat ali khan aur begum liaquat par nai zimedariyan aan parein mashriqi punjab aur degar khiton se mahajireen ka jo selab umad para tha is ki bina par liaquat ali khan ka hath batane ke leye baqaidah khidmat aur bani no insan ki imdad ki tanzeem ka aghaz kiya,Positive
4163,quota bhi hona chahiye or aam intekhabat mei bakki shehrioon ki terhaan azadi honi chahiye,Negative
4164,sylvester stallone action hero hone ki wajah se aksar apni films ki aksbandi ke dauran zakhmi hote rahe hain,Negative
4165,na he koi khawab,Negative
4166,lol! yeh tw kisi bachay k shorts lag rhe hain meine socha tha yeh pehen k gyming krna easy hoga lekin yeh pehnoon kese yehi soch k pareshan hoon upar se stitching b kharab hai aur kapre ka tw haal batane k laiq hi nahi hai!! is se ziada bura experience kapron k hawale se kabhi nahi raha mera,Negative
4167,un ke khotot is ki waze missal hain,Positive
4168,naujawan ladke aur ladkiyan walihana raqs karte to gorey bhi be saakhti ke aalam mein in ka sath dete,Positive
4169,mechanical button problem to ni krta,Negative
4170,jiya dil har jy gi,Negative
4171,adakara meera ko hospital ki tamer ke leye teen aekar arazi ki farahmi ki dastawez par dastakhat kar deye gaye,Positive
